strain	original_pheno	original_exp	regressed_pheno	regressed_from	variantPOS	ben1_prediction
AB1	-14.3818523126207	4.00226291615579	-23.1498086223119	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
BRC20067	120.732511607697	2.52615857865504	13.4069139003268	Albendazole_q90.TOF_REG_C54C6.2.1	III_3539563	Frameshift
BRC20263	-47.7311380260603	3.42635444254539	-94.9517831992508	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
CB4852	-11.4276052568318	4.69458136341401	26.0296757181279	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
CB4856	-46.6608766289012	3.95317441322917	-58.7064109154863	Albendazole_q90.TOF_REG_C54C6.2.1	III_3538333	Deletion
CB4857	-16.6766516916379	4.51364808851455	8.69994069552087	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
CB4858	-36.2252296031573	4.16088253515837	-34.4023522358995	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
CX11262	-34.5531708038862	4.42702507769103	-14.9602885655552	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
CX11264	-39.7705566400325	4.69792255747848	-2.09018831407727	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
CX11271	145.119797542548	2.83615175898381	58.4920569760208	Albendazole_q90.TOF_REG_C54C6.2.1	III_3539358	Stop gained
CX11276	-35.9533791528382	4.00511145225513	-44.5311422680137	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
CX11285	-3.15882282283879	4.29990076364639	7.94612787960151	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
CX11292	-22.9960992602319	4.43084628439679	-3.14807982689044	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
CX11307	-84.5841580923576	4.48989404548678	-60.793593464212	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
CX11314	22.026721472516	4.12633303748879	21.5427720692802	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
CX11315	-22.7174710411279	4.27710655607086	-13.1344610844055	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
DL200	-19.4020722845734	4.21752221966714	-13.7974339856021	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
DL226	-34.6645978397272	4.50429297666952	-9.91263457602104	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
DL238	-33.3263855487293	3.57268615531324	-70.7766451836585	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
ECA189	-11.4322292633604	4.36161460690667	3.79327760763477	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
ECA348	141.36962285351	2.78949864953595	51.6269124882801	Albendazole_q90.TOF_REG_C54C6.2.1	III_3539575	Frameshift
ECA349	-7.91560990486358	4.68014038113295	28.577464735267	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
ECA372	-90.995167426899	3.95342377192163	-103.024052345302	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
ED3012	141.818430197767	5.22298771407886	214.5567426676	Albendazole_q90.TOF_REG_C54C6.2.1	III_3540299	Frameshift
ED3017	31.7289357892678	4.17141638779291	34.2551453289985	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
ED3040	-24.1496864961749	4.0659925963012	-28.6624917284054	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
ED3048	-16.3234068416753	4.37511335218981	-0.196605622350504	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
ED3049	-11.0636537819517	4.01970765813554	-18.6668464766081	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
ED3052	-27.9294829234754	4.42704453661629	-8.33530143702964	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
ED3073	-13.2675338747651	4.19859574215252	-8.92659282023489	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
EG4347	-33.0523019724714	4.40698546653955	-14.7974395200321	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
EG4724	110.720350219649	4.98880801700971	167.82277705457	Albendazole_q90.TOF_REG_C54C6.2.1	III_3540145	Missense
EG4946	172.614681826728	3.78501547070749	149.341385156539	Albendazole_q90.TOF_REG_C54C6.2.1	III_3538394	Stop gained
GXW1	-9.78846286526317	4.70678714412391	28.4837828297527	Albendazole_q90.TOF_REG_C54C6.2.1	III_3538451	Missense
JT11398	-34.53098034761	3.8215140670243	-55.3673113671173	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU1088	86.4850411183997	4.31647725716722	98.6967835716339	Albendazole_q90.TOF_REG_C54C6.2.1	III_3539699	Missense
JU1172	-53.5625516309801	4.33529918586602	-40.094092527045	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU1200	-34.5207329445991	4.21665313678069	-28.9741222235514	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU1213	-11.4057051897668	4.1266196996233	-11.8705145206258	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU1242	1.62522579941221	4.52843316083118	27.9889989829423	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU1395	128.87095706153	2.61647322841683	27.5755556201301	Albendazole_q90.TOF_REG_C54C6.2.1	del_3541317_3541856	Deletion
JU1409	-58.0735761277599	4.32079754403134	-45.5733735212211	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU1491	-54.1783300029332	4.51439966283533	-28.7515559378881	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU1530	12.7862412010089	4.65013303152142	47.2757626185296	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU1543	-31.7535437593767	4.77452125307521	11.0412237186972	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU1568	-83.1002866367497	3.92877373720715	-96.7750235590448	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU1652	-39.0572761949411	4.47603807449851	-16.1918574289036	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU1666	-21.988922217501	4.31592059406624	-9.8143474636576	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU1792	-19.3630917445298	4.57174031923507	9.89224626913269	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU1793	-28.757352556167	4.36443771395053	-13.3433503569031	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU1808	52.3929165408454	2.39328036578983	-63.8047933339529	Albendazole_q90.TOF_REG_C54C6.2.1	III_3540406	Frameshift
JU1896	-18.403852556939	4.43958570584073	2.02768712142345	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU1934	-42.8711271078244	4.34304815537477	-28.8852789964577	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2007	-9.91622368046841	4.17059003025903	-7.44518900027939	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2016	-16.5253148743098	4.24972095058305	-8.77080756239077	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2017	31.6323426365042	4.10369185702473	29.6366699164905	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2131	-27.6805668676092	4.31072835022998	-15.8526717441027	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2141	-141.370213387629	4.81967355399648	-95.560683220074	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2250	-4.15119156150559	4.17115091614264	-1.64270723200827	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2257	-43.7190603938137	4.2174807760022	-38.1171892365435	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2464	-18.2478801086546	4.11981288474013	-19.167171960344	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2466	-20.1650073120432	4.5433784847239	7.19664646526985	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2478	9.00722091721532	4.2370061246808	15.9127751979213	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2513	-20.9134735570855	4.10018411149255	-23.1433540613946	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2522	-29.502866360699	4.10283790926088	-31.55555610542	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2526	-1.01776518586771	4.58395035259526	29.0528214919948	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2534	-8.69565210058406	4.09042148286826	-11.577371114277	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2565	-100.130257014924	4.61698547931205	-67.8539562220329	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2566	-43.4541624791583	4.54934921599564	-15.6938504385964	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2570	-47.5685833144923	4.69884209776105	-9.82681843334934	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2572	-69.7857255463976	4.83370537992462	-23.0393079022284	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2575	-69.8515487541598	4.92034824140125	-17.3200955578691	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2576	-89.7897557055859	4.93355674146667	-36.3763874713292	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2578	-20.901892208996	4.36810760358127	-5.24285606666558	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2581	186.557139152182	4.28082631866115	196.388513007136	Albendazole_q90.TOF_REG_C54C6.2.1	III_3539928	Missense
JU2586	-28.9565551109356	4.31444252859026	-16.8806689412546	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2592	-57.2572464292428	4.72670318070676	-17.6552318678072	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2600	-47.7700792322994	4.49921450853708	-23.3571989374124	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2610	-65.6536867512968	4.66483799646807	-30.1823332063594	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2619	-13.1102397960728	4.4392830833102	7.30109415422214	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2838	-72.4782292713292	4.26390385808391	-63.7767469550464	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2853	-31.4450423219898	4.39219450965326	-14.177753571282	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2862	16.5434062520645	3.39179792068169	-32.9845346882803	Albendazole_q90.TOF_REG_C54C6.2.1	III_3539374	Frameshift
JU2866	-43.7349218630893	4.69649064490937	-6.15016054939861	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2879	-15.7494721998046	4.35699374773434	-0.832494319400127	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU2906	-24.6248450952684	4.37488415023352	-8.51334740404916	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU311	-8.59477346262161	4.47558864784104	14.2406376473063	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU3128	-20.8217459019968	3.89441782030182	-36.7903844491439	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU3134	-48.6903234939128	4.22247072221276	-42.7552798658897	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU3140	6.20613993662108	4.81884321893055	51.9602296697917	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU3144	12.7471891833916	4.57297235809795	42.0847888918076	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU346	108.804818866817	2.72225119396439	14.572079956349	Albendazole_q90.TOF_REG_C54C6.2.1	III_3539978	Stop gained
JU367	-69.9929015162977	4.20146665108546	-65.4602734611201	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU394	-4.85571503281486	4.12545274296944	-5.39844060068769	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU397	-37.8280112863011	4.78584150924515	5.72259554525358	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU406	-26.957852236842	4.20176288405007	-22.405445076926	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU440	-24.6855088899808	4.17349652448853	-22.0204112233768	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU642	-29.6172348579101	4.48302480761664	-6.28532065540245	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU774	1.43891497685398	4.46567990832419	23.6127319357491	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU775	-1.00602733154806	4.01353575978366	-9.02130996392352	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU778	5.79138921164946	3.94032790947193	-7.11189007192126	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU782	-60.6798918518081	4.24389857907108	-53.3141370074365	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU792	7.66368088874968	4.36541049078253	23.1426341810579	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
JU830	125.567351675781	3.37061017634062	74.6247315317097	Albendazole_q90.TOF_REG_C54C6.2.1	III_3539928	Missense
KR314	143.6234241084	3.25414779183037	84.9047561354102	Albendazole_q90.TOF_REG_C54C6.2.1	III_3540368	Frameshift
KR314	143.6234241084	3.25414779183037	84.9047561354102	Albendazole_q90.TOF_REG_C54C6.2.1	III_3540373	Missense
LKC34	11.9741965414906	4.07323574620928	7.9450073742592	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
MY1	-23.7375061262889	4.34300397849744	-9.75460764979785	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
MY10	-33.2832699643042	3.88548322643907	-49.8484601748993	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
MY16	158.942783572298	4.01822278628794	151.240447840554	Albendazole_q90.TOF_REG_C54C6.2.1	III_3539974	Missense
MY18	155.549452682334	3.12398144617252	88.1397405253579	Albendazole_q90.TOF_REG_C54C6.2.1	III_3540406	Frameshift
MY2147	-0.865063294814679	3.83850535848146	-20.5669070238412	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
MY2212	-14.4093614461394	4.45381156897578	6.97202133058468	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
MY23	116.654760843296	3.80927351193041	95.0011432615835	Albendazole_q90.TOF_REG_C54C6.2.1	III_3539974	Missense
MY2573	-21.1498687739066	4.71241721377109	17.4982896335332	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
MY2585	7.03917831778827	3.94348525011807	-5.6532892777012	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
MY2713	10.8036260861889	4.11692882944257	9.69176946752027	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
MY518	175.260787824466	3.09302011052787	105.783825989987	Albendazole_q90.TOF_REG_C54C6.2.1	inv_3540316_3543965	Inversion
MY772	-5.44331218545242	3.88158295537926	-22.2689186191428	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
MY795	124.682787470537	3.0039898094248	49.2613837245195	Albendazole_q90.TOF_REG_C54C6.2.1	III_3540406	Frameshift
MY920	-22.9328716976402	4.55101606544101	4.93873379672914	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
N2	-82.4100686033003	4.14314822114885	-81.7712892135225	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC1	-7.4514535647919	4.71841434660815	31.5971259054097	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC199	-17.2170801934311	4.40366918353434	0.816358188299139	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC2	-31.6930929847564	4.32038546317484	-19.2204045018808	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC207	-24.3572804429187	4.23098715188318	-17.8536054518398	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC231	-26.6969522543368	4.64381709786966	7.37086216854449	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC236	-10.7653504251831	4.29331698719994	-0.0999902459644053	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC242	-13.2463773947497	4.26748863872114	-4.30554375650569	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC251	19.7973202176955	3.95765572037021	8.05099720702009	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC252	-35.2078500670992	3.96309396365873	-46.5910683715241	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC255	1.2141283702033	4.39770187600132	18.8491370874392	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC256	-12.9847580334111	4.12096757616616	-13.8269525820166	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC258	-12.9334577101961	4.8490991195028	34.8407806825283	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC259	-23.051474236948	4.08737936802368	-26.1363114559911	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC261	2.93616173978347	4.42254030331606	22.2296011993295	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC265	41.9972468066158	4.12328425492569	41.3097340027994	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC266	0.471669442060617	4.35359868488603	15.1619632201117	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC267	-34.2844396383722	4.52947296029372	-7.85124034453878	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC268	-12.2097315502561	5.02622488019307	47.3909724661383	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC274	3.29780949342116	4.31464215109408	15.3870242081423	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC275	-47.5579590589472	4.36453605797449	-32.1373905521394	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC276	-19.2879639378806	4.23090600235904	-12.7897071990868	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC277	-12.478886304523	4.1176075280414	-13.5454270661609	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC501	-47.1367656596606	4.22870518241746	-40.7854549172117	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC511	-85.5080063532064	4.70856008373	-47.1173836969707	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC513	-22.5312699233512	4.40050801350989	-4.70889891250496	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC514	-58.9579943019334	4.57564003320211	-29.4422772615634	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC515	25.360594581385	4.02115099980395	17.8537720056664	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC526	-3.83528671722424	4.81611806272964	41.7368477430171	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC527	13.3902171742574	4.60773972836983	45.0491907344689	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC528	-0.286778472557491	4.52146933102493	25.6120285000061	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
NIC529	-56.9210217396026	4.61770541584157	-24.5966516845985	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
PB306	-19.3817278168874	4.08039860633146	-22.9326617677573	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
PS2025	83.8586175987733	2.84020822683113	-2.49827768041178	Albendazole_q90.TOF_REG_C54C6.2.1	III_3539575	Frameshift
PX179	-25.9284579942176	4.21523707921724	-20.4763956665262	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
QG2075	9.89926754199931	2.77343366015432	-80.9160820820604	Albendazole_q90.TOF_REG_C54C6.2.1	III_3541498	Frameshift
QG556	146.137512005562	2.56580909046486	41.4593294062616	Albendazole_q90.TOF_REG_C54C6.2.1	III_3539575	Frameshift
QX1212	135.036149417192	2.84531094346588	49.0199561490133	Albendazole_q90.TOF_REG_C54C6.2.1	III_3539470	Frameshift
QX1233	121.18854243158	3.9516078443112	109.038410296645	Albendazole_q90.TOF_REG_C54C6.2.1	del_3539006_3539808	Deletion
QX1791	-0.347807821918083	4.6269988344621	32.5970721770589	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
QX1792	-34.9266866746706	4.66778260557027	0.741274739086149	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
QX1793	2.55012008219435	3.78811030396032	-20.5165384404263	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
QX1794	-47.2995648144111	4.2467953203307	-39.7403981772316	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
RC301	-55.3050728451066	4.54456216206502	-27.8643864113933	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
WN2050	-52.1450628117972	4.02224638934766	-59.5787475969837	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
XZ1513	17.859071055012	4.12258859908266	17.1251101801672	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
XZ1516	-54.3790223480209	4.43771372344204	-34.0724725943309	Albendazole_q90.TOF_REG_C54C6.2.1	NA	NA
